start_date_time,RCORR_P
2019-05-23 07:48:00,202.320
2019-05-23 07:49:00,200.480
2019-05-23 07:50:00,202.080
2019-05-23 07:51:00,200.340
2019-05-23 07:52:00,205.010
2019-05-23 07:53:00,203.620
2019-05-23 07:54:00,201.830
2019-05-23 07:55:00,201.230
2019-05-23 07:56:00,201.300
2019-05-23 07:57:00,204.300
2019-05-23 07:58:00,203.530
2019-05-23 07:59:00,201.210
2019-05-23 08:00:00,205.940
2019-05-23 08:01:00,202.600
2019-05-23 08:02:00,197.120
2019-05-23 08:03:00,206.310
2019-05-23 08:04:00,202.210
2019-05-23 08:05:00,210.410
2019-05-23 08:06:00,202.750
2019-05-23 08:07:00,201.510
2019-05-23 08:08:00,203.340
2019-05-23 08:09:00,205.820
2019-05-23 08:10:00,200.510
2019-05-23 08:11:00,200.440
2019-05-23 08:12:00,204.000
2019-05-23 08:13:00,199.380
2019-05-23 08:14:00,203.530
2019-05-23 08:15:00,199.610
2019-05-23 08:16:00,201.060
2019-05-23 08:17:00,202.940
2019-05-23 08:18:00,200.430
2019-05-23 08:19:00,196.210
2019-05-23 08:20:00,202.400
2019-05-23 08:21:00,200.640
2019-05-23 08:22:00,201.080
2019-05-23 08:23:00,204.570
2019-05-23 08:24:00,199.470
2019-05-23 08:25:00,203.640
2019-05-23 08:26:00,202.610
2019-05-23 08:27:00,201.800
2019-05-23 08:28:00,203.640
2019-05-23 08:29:00,197.600
2019-05-23 08:30:00,203.450
2019-05-23 08:31:00,198.530
2019-05-23 08:32:00,200.180
2019-05-23 08:33:00,205.570
2019-05-23 08:34:00,200.450
2019-05-23 08:35:00,204.500
2019-05-23 08:36:00,206.010
2019-05-23 08:37:00,203.480
2019-05-23 08:38:00,205.550
2019-05-23 08:39:00,200.160
2019-05-23 08:40:00,199.240
2019-05-23 08:41:00,204.260
2019-05-23 08:42:00,199.290
2019-05-23 08:43:00,204.280
2019-05-23 08:44:00,203.440
2019-05-23 08:45:00,201.170
2019-05-23 08:46:00,207.250
2019-05-23 08:47:00,202.270
2019-05-23 08:48:00,207.910
2019-05-23 08:49:00,200.270
2019-05-23 08:50:00,199.190
2019-05-23 08:51:00,201.940
2019-05-23 08:52:00,201.480
2019-05-23 08:53:00,203.040
2019-05-23 08:54:00,199.560
2019-05-23 08:55:00,201.650
2019-05-23 08:56:00,202.190
2019-05-23 08:57:00,201.740
2019-05-23 08:58:00,200.850
2019-05-23 08:59:00,202.060
2019-05-23 09:00:00,199.450
2019-05-23 09:01:00,198.720
2019-05-23 09:02:00,199.110
2019-05-23 09:03:00,202.050
2019-05-23 09:04:00,200.820
2019-05-23 09:05:00,202.960
2019-05-23 09:06:00,199.750
2019-05-23 09:07:00,203.080
2019-05-23 09:08:00,201.550
2019-05-23 09:09:00,204.900
2019-05-23 09:10:00,204.310
2019-05-23 09:11:00,205.190
2019-05-23 09:12:00,199.150
2019-05-23 09:13:00,206.890
2019-05-23 09:14:00,202.710
2019-05-23 09:15:00,202.150
2019-05-23 09:16:00,198.520
2019-05-23 09:17:00,202.630
2019-05-23 09:18:00,199.610
2019-05-23 09:19:00,202.370
2019-05-23 09:20:00,203.950
2019-05-23 09:21:00,202.340
2019-05-23 09:22:00,203.090
2019-05-23 09:23:00,201.700
2019-05-23 09:24:00,199.710
2019-05-23 09:25:00,199.350
2019-05-23 09:26:00,201.160
2019-05-23 09:27:00,201.400
2019-05-23 09:28:00,205.260
2019-05-23 09:29:00,201.460
2019-05-23 09:30:00,200.450
2019-05-23 09:31:00,202.610
2019-05-23 09:32:00,204.620
2019-05-23 09:33:00,206.370
2019-05-23 09:34:00,204.360
2019-05-23 09:35:00,204.970
2019-05-23 09:36:00,204.170
2019-05-23 09:37:00,198.500
2019-05-23 09:38:00,196.270
2019-05-23 09:39:00,205.350
2019-05-23 09:40:00,208.050
2019-05-23 09:41:00,198.620
2019-05-23 09:42:00,199.330
2019-05-23 09:43:00,202.650
2019-05-23 09:44:00,199.450
2019-05-23 09:45:00,199.150
2019-05-23 09:46:00,201.420
2019-05-23 09:47:00,200.580
2019-05-23 09:48:00,201.200
2019-05-23 09:49:00,205.270
2019-05-23 09:50:00,200.510
2019-05-23 09:51:00,204.170
2019-05-23 09:52:00,208.470
2019-05-23 09:53:00,206.340
2019-05-23 09:54:00,203.130
2019-05-23 09:55:00,205.070
2019-05-23 09:56:00,202.010
2019-05-23 09:57:00,203.400
2019-05-23 09:58:00,204.150
2019-05-23 09:59:00,202.200
2019-05-23 10:00:00,202.470
2019-05-23 10:01:00,203.340
2019-05-23 10:02:00,196.080
2019-05-23 10:03:00,204.560
2019-05-23 10:04:00,203.880
2019-05-23 10:05:00,202.690
2019-05-23 10:06:00,201.330
2019-05-23 10:07:00,206.480
2019-05-23 10:08:00,199.560
2019-05-23 10:09:00,200.460
2019-05-23 10:10:00,202.750
2019-05-23 10:11:00,199.710
2019-05-23 10:12:00,205.950
2019-05-23 10:13:00,207.000
2019-05-23 10:14:00,201.320
2019-05-23 10:15:00,204.310
2019-05-23 10:16:00,210.330
2019-05-23 10:17:00,200.490
2019-05-23 10:18:00,196.960
2019-05-23 10:19:00,209.110
2019-05-23 10:20:00,198.810
2019-05-23 10:21:00,202.030
2019-05-23 10:22:00,202.540
2019-05-23 10:23:00,205.380
2019-05-23 10:24:00,203.100
2019-05-23 10:25:00,201.710
2019-05-23 10:26:00,201.890
2019-05-23 10:27:00,205.300
2019-05-23 10:28:00,206.970
2019-05-23 10:29:00,204.700
2019-05-23 10:30:00,203.240
2019-05-23 10:31:00,201.330
2019-05-23 10:32:00,207.680
2019-05-23 10:33:00,200.830
2019-05-23 10:34:00,203.110
2019-05-23 10:35:00,205.460
2019-05-23 10:36:00,203.690
2019-05-23 10:37:00,201.040
2019-05-23 10:38:00,203.490
2019-05-23 10:39:00,202.670
2019-05-23 10:40:00,201.210
2019-05-23 10:41:00,207.580
2019-05-23 10:42:00,199.520
2019-05-23 10:43:00,202.780
2019-05-23 10:44:00,201.150
2019-05-23 10:45:00,206.960
2019-05-23 10:46:00,203.340
2019-05-23 10:47:00,201.540
2019-05-23 10:48:00,205.170
2019-05-23 10:49:00,205.140
2019-05-23 10:50:00,201.450
2019-05-23 10:51:00,200.430
2019-05-23 10:52:00,201.190
2019-05-23 10:53:00,203.690
2019-05-23 10:54:00,206.070
2019-05-23 10:55:00,200.800
2019-05-23 10:56:00,198.610
2019-05-23 10:57:00,200.580
2019-05-23 10:58:00,202.780
2019-05-23 10:59:00,199.550
2019-05-23 11:00:00,203.110
2019-05-23 11:01:00,206.050
2019-05-23 11:02:00,202.780
2019-05-23 11:03:00,205.020
2019-05-23 11:04:00,202.430
2019-05-23 11:05:00,204.510
2019-05-23 11:06:00,198.350
2019-05-23 11:07:00,201.560
2019-05-23 11:08:00,201.090
2019-05-23 11:09:00,207.220
2019-05-23 11:10:00,202.750
2019-05-23 11:11:00,197.720
2019-05-23 11:12:00,202.450
2019-05-23 11:13:00,205.020
2019-05-23 11:14:00,200.880
2019-05-23 11:15:00,202.830
2019-05-23 11:16:00,198.870
2019-05-23 11:17:00,201.740
2019-05-23 11:18:00,204.970
2019-05-23 11:19:00,201.200
2019-05-23 11:20:00,205.990
2019-05-23 11:21:00,199.250
2019-05-23 11:22:00,207.910
2019-05-23 11:23:00,201.880
2019-05-23 11:24:00,204.590
2019-05-23 11:25:00,201.480
2019-05-23 11:26:00,201.100
2019-05-23 11:27:00,201.100
2019-05-23 11:28:00,199.300
2019-05-23 11:29:00,200.910
2019-05-23 11:30:00,205.550
2019-05-23 11:31:00,205.870
2019-05-23 11:32:00,205.890
2019-05-23 11:33:00,204.790
2019-05-23 11:34:00,199.900
2019-05-23 11:35:00,200.700
2019-05-23 11:36:00,204.130
2019-05-23 11:37:00,205.030
2019-05-23 11:38:00,199.520
2019-05-23 11:39:00,202.970
2019-05-23 11:40:00,207.860
2019-05-23 11:41:00,205.060
2019-05-23 11:42:00,202.970
2019-05-23 11:43:00,205.580
2019-05-23 11:44:00,202.620
2019-05-23 11:45:00,199.750
2019-05-23 11:46:00,206.340
2019-05-23 11:47:00,203.980
2019-05-23 11:48:00,199.970
2019-05-23 11:49:00,204.760
2019-05-23 11:50:00,206.250
2019-05-23 11:51:00,207.030
2019-05-23 11:52:00,201.190
2019-05-23 11:53:00,201.510
2019-05-23 11:54:00,197.490
2019-05-23 11:55:00,205.160
2019-05-23 11:56:00,205.060
2019-05-23 11:57:00,201.710
2019-05-23 11:58:00,197.090
2019-05-23 11:59:00,204.700
2019-05-23 12:00:00,203.270
2019-05-23 12:01:00,204.650
2019-05-23 12:02:00,205.470
2019-05-23 12:03:00,204.250
2019-05-23 12:04:00,200.570
2019-05-23 12:05:00,205.920
2019-05-23 12:06:00,198.680
2019-05-23 12:07:00,200.600
2019-05-23 12:08:00,202.580
2019-05-23 12:09:00,204.770
2019-05-23 12:10:00,199.350
2019-05-23 12:11:00,201.540
2019-05-23 12:12:00,198.890
2019-05-23 12:13:00,207.690
2019-05-23 12:14:00,205.350
2019-05-23 12:15:00,207.220
2019-05-23 12:16:00,202.410
2019-05-23 12:17:00,204.160
2019-05-23 12:18:00,203.420
2019-05-23 12:19:00,198.190
2019-05-23 12:20:00,206.470
2019-05-23 12:21:00,201.050
2019-05-23 12:22:00,200.400
2019-05-23 12:23:00,201.230
2019-05-23 12:24:00,205.920
2019-05-23 12:25:00,202.000
2019-05-23 12:26:00,201.520
2019-05-23 12:27:00,201.760
2019-05-23 12:28:00,204.410
2019-05-23 12:29:00,198.950
2019-05-23 12:30:00,197.550
2019-05-23 12:31:00,201.680
2019-05-23 12:32:00,205.020
2019-05-23 12:33:00,199.950
2019-05-23 12:34:00,204.420
2019-05-23 12:35:00,201.600
2019-05-23 12:36:00,204.360
2019-05-23 12:37:00,199.950
2019-05-23 12:38:00,206.390
2019-05-23 12:39:00,204.510
2019-05-23 12:40:00,204.360
2019-05-23 12:41:00,201.620
2019-05-23 12:42:00,199.430
2019-05-23 12:43:00,201.070
2019-05-23 12:44:00,204.010
2019-05-23 12:45:00,198.910
2019-05-23 12:46:00,197.590
2019-05-23 12:47:00,204.920
2019-05-23 12:48:00,200.510
2019-05-23 12:49:00,196.380
2019-05-23 12:50:00,199.230
2019-05-23 12:51:00,204.050
2019-05-23 12:52:00,200.760
2019-05-23 12:53:00,206.990
2019-05-23 12:54:00,198.230
2019-05-23 12:55:00,200.300
2019-05-23 12:56:00,201.130
2019-05-23 12:57:00,203.940
2019-05-23 12:58:00,201.450
2019-05-23 12:59:00,198.330
2019-05-23 13:00:00,201.350
2019-05-23 13:01:00,206.060
2019-05-23 13:02:00,200.250
2019-05-23 13:03:00,200.940
2019-05-23 13:04:00,204.610
2019-05-23 13:05:00,198.380
2019-05-23 13:06:00,201.750
2019-05-23 13:07:00,202.950
2019-05-23 13:08:00,206.880
2019-05-23 13:09:00,203.370
2019-05-23 13:10:00,208.360
2019-05-23 13:11:00,207.500
